source_intersection,dest_intersection,intersection_topology,zone_type,time_of_day,day_of_week,weather_severity,road_friction,elevation_gradient,speed_limit,congestion_raw,traffic_volume_10hr,avg_speed_10hr,accident_occurred
32,36,Roundabout,Residential,Midday,Weekday,3.73,0.77,0.9,45,40.38,"[239, 277, 202, 166, 277, 337, 200, 311, 252, 183]","[34.8, 40.6, 38.5, 33.9, 32.0, 36.3, 41.5, 40.5, 38.0, 41.5]",0
19,0,Highway-Exit,Commercial,Morning_Rush,Weekday,7.95,0.15,4.5,30,85.77,"[704, 639, 587, 692, 504, 577, 579, 476, 558, 392]","[33.8, 25.5, 27.8, 22.1, 20.5, 15.7, 14.4, 12.6, 10.0, 7.5]",1
29,32,T-Junction,Residential,Evening_Rush,Weekday,1.69,0.9,-6.1,75,52.37,"[231, 225, 170, 276, 304, 330, 265, 211, 165, 302]","[58.5, 65.8, 66.4, 67.2, 67.7, 68.2, 55.4, 67.6, 56.4, 71.2]",0
43,17,Highway-Exit,Residential,Late_Night,Weekend,0.0,0.82,-3.4,45,25.45,"[222, 142, 209, 221, 309, 259, 267, 309, 245, 287]","[43.9, 34.1, 47.9, 33.4, 45.1, 32.9, 43.5, 49.8, 39.4, 39.2]",0
21,2,4-Way,Residential,Late_Night,Weekend,3.75,0.77,0.9,60,52.76,"[280, 233, 340, 259, 233, 222, 203, 218, 232, 225]","[50.7, 64.5, 48.8, 54.7, 57.0, 57.2, 53.7, 52.8, 56.3, 55.3]",0
21,18,4-Way,Commercial,Evening_Rush,Weekday,5.91,0.9,12.0,30,44.25,"[237, 171, 226, 192, 216, 251, 267, 339, 223, 288]","[28.5, 33.5, 29.9, 22.0, 18.4, 28.6, 24.4, 22.1, 20.7, 27.8]",0
37,9,4-Way,Residential,Morning_Rush,Weekend,5.38,0.0,-4.3,30,90.55,"[750, 559, 659, 589, 471, 673, 490, 602, 565, 689]","[27.9, 28.1, 23.0, 21.0, 12.1, 20.9, 15.1, 9.8, 6.4, 5.0]",1
28,19,T-Junction,Commercial,Morning_Rush,Weekday,7.73,0.38,10.2,60,68.76,"[671, 410, 585, 777, 486, 608, 820, 663, 612, 650]","[59.2, 57.3, 48.5, 40.1, 37.9, 31.4, 27.4, 22.1, 19.7, 13.4]",1
20,10,Roundabout,Commercial,Midday,Weekday,0.0,0.67,10.0,45,50.93,"[263, 249, 197, 140, 255, 289, 244, 223, 273, 245]","[48.9, 46.7, 45.3, 44.3, 34.0, 43.8, 42.4, 43.5, 43.0, 42.8]",0
17,31,T-Junction,Industrial,Midday,Weekend,8.73,0.13,-0.5,45,94.22,"[870, 592, 693, 552, 679, 693, 636, 766, 511, 551]","[45.4, 42.8, 37.4, 35.6, 27.7, 22.7, 21.6, 16.8, 14.1, 8.9]",1
47,39,4-Way,Residential,Late_Night,Weekday,7.3,0.49,-1.5,30,86.24,"[565, 592, 602, 569, 579, 559, 685, 619, 825, 616]","[28.9, 32.7, 25.5, 24.0, 20.5, 17.9, 15.1, 9.1, 9.4, 3.4]",1
10,19,Roundabout,Commercial,Midday,Weekend,1.48,0.91,-3.5,60,49.83,"[241, 213, 267, 266, 274, 264, 219, 236, 296, 303]","[48.3, 46.3, 50.4, 59.2, 60.1, 49.4, 55.5, 63.2, 56.1, 61.1]",0
9,31,4-Way,Commercial,Morning_Rush,Weekday,5.43,0.67,-0.3,30,87.17,"[699, 508, 581, 603, 610, 691, 640, 306, 468, 381]","[30.4, 27.8, 25.2, 20.1, 20.7, 18.1, 11.5, 8.4, 8.7, 9.6]",1
34,42,Roundabout,Commercial,Midday,Weekday,2.21,0.68,-7.0,30,88.97,"[334, 278, 213, 294, 227, 211, 142, 255, 218, 254]","[15.5, 27.8, 14.8, 32.4, 29.6, 25.6, 29.8, 22.1, 27.4, 31.0]",0
25,36,Highway-Exit,Commercial,Morning_Rush,Weekday,10.0,0.08,-0.4,75,88.65,"[290, 555, 597, 580, 745, 487, 537, 408, 751, 575]","[74.1, 68.2, 62.9, 55.7, 53.6, 42.6, 34.1, 27.2, 20.9, 12.0]",1
49,21,Highway-Exit,Commercial,Evening_Rush,Weekday,4.98,0.23,7.5,45,87.45,"[603, 678, 538, 519, 751, 457, 393, 484, 445, 638]","[44.3, 40.6, 39.3, 31.6, 30.6, 28.0, 20.1, 18.5, 12.5, 10.8]",1
43,3,Highway-Exit,Commercial,Morning_Rush,Weekday,2.21,0.85,-3.1,45,48.63,"[171, 167, 230, 205, 224, 239, 286, 229, 208, 232]","[36.7, 35.8, 32.4, 40.8, 37.7, 45.3, 33.3, 37.8, 49.6, 35.8]",0
45,12,T-Junction,Commercial,Midday,Weekend,2.92,0.74,-1.2,75,16.52,"[238, 189, 182, 327, 258, 256, 165, 267, 307, 307]","[70.8, 61.9, 69.1, 70.8, 58.5, 61.9, 71.9, 71.9, 59.8, 71.5]",0
3,5,Highway-Exit,Residential,Late_Night,Weekend,0.8,0.96,-8.5,45,37.51,"[254, 289, 218, 282, 292, 232, 250, 217, 332, 243]","[35.9, 36.9, 41.1, 44.3, 33.8, 49.7, 42.0, 42.8, 40.0, 40.6]",0
9,28,Roundabout,Residential,Midday,Weekend,6.59,0.72,1.9,45,38.42,"[242, 300, 249, 288, 228, 259, 209, 310, 208, 233]","[38.9, 38.7, 44.1, 38.9, 47.5, 36.4, 41.3, 36.6, 42.6, 40.4]",0
38,1,4-Way,Residential,Evening_Rush,Weekday,1.33,0.21,1.3,45,76.22,"[584, 718, 534, 658, 523, 611, 480, 533, 591, 781]","[45.2, 44.3, 37.4, 32.2, 32.1, 25.9, 19.7, 17.9, 12.4, 5.0]",1
15,24,T-Junction,Commercial,Late_Night,Weekday,9.72,0.3,0.3,60,75.15,"[693, 709, 783, 642, 575, 683, 684, 763, 595, 583]","[58.6, 55.7, 46.2, 45.6, 39.8, 34.5, 28.3, 25.7, 19.1, 10.8]",1
40,31,Roundabout,Industrial,Midday,Weekday,1.04,0.83,-1.1,75,34.76,"[220, 206, 277, 199, 304, 316, 206, 240, 250, 294]","[75.5, 59.1, 65.9, 66.2, 60.5, 65.1, 69.6, 66.1, 59.8, 81.9]",0
29,25,T-Junction,Industrial,Evening_Rush,Weekday,6.6,0.6,-1.5,30,0.0,"[263, 255, 195, 263, 241, 155, 196, 289, 347, 268]","[32.5, 26.2, 26.6, 32.5, 35.3, 33.5, 21.7, 26.7, 28.4, 25.7]",0
2,25,4-Way,Industrial,Midday,Weekday,4.11,0.58,2.5,60,74.7,"[269, 291, 300, 334, 233, 181, 267, 344, 226, 284]","[57.5, 55.0, 54.0, 49.4, 42.6, 48.4, 52.0, 59.5, 53.5, 51.4]",0
33,37,4-Way,Industrial,Midday,Weekend,1.13,0.78,-0.1,30,18.59,"[205, 282, 317, 303, 280, 176, 232, 347, 306, 173]","[26.7, 28.8, 23.2, 15.5, 27.5, 23.1, 23.1, 25.2, 26.3, 27.0]",0
24,21,Roundabout,Industrial,Morning_Rush,Weekday,5.21,0.82,1.6,75,46.54,"[205, 238, 162, 265, 107, 235, 295, 197, 285, 307]","[51.0, 66.7, 53.1, 66.9, 67.5, 55.1, 77.1, 68.9, 63.3, 74.8]",0
37,9,Roundabout,Residential,Morning_Rush,Weekday,3.4,0.69,1.1,75,37.97,"[160, 188, 135, 340, 266, 282, 265, 278, 253, 263]","[68.0, 64.5, 67.3, 68.9, 68.1, 60.1, 60.8, 72.9, 66.0, 70.4]",0
41,22,Highway-Exit,Commercial,Evening_Rush,Weekday,6.65,0.52,5.6,75,82.75,"[490, 452, 515, 577, 533, 729, 617, 784, 640, 358]","[77.1, 65.3, 62.1, 53.5, 52.6, 44.5, 33.5, 28.1, 22.2, 16.7]",1
35,3,Roundabout,Residential,Midday,Weekday,2.31,0.86,3.4,45,56.2,"[251, 198, 214, 249, 311, 271, 211, 282, 230, 294]","[53.1, 38.7, 44.5, 36.8, 39.9, 40.6, 39.5, 52.8, 39.0, 43.4]",0
3,15,4-Way,Residential,Midday,Weekday,1.5,0.86,1.0,60,73.43,"[153, 271, 307, 223, 124, 248, 250, 286, 350, 230]","[49.7, 48.2, 55.0, 56.4, 51.3, 57.9, 56.3, 54.2, 49.5, 51.6]",0
41,41,Roundabout,Residential,Morning_Rush,Weekend,3.68,0.79,7.6,75,45.03,"[128, 261, 251, 259, 275, 269, 244, 252, 179, 220]","[67.8, 63.8, 71.8, 64.2, 68.6, 68.1, 71.2, 72.0, 71.0, 57.0]",0
9,32,4-Way,Residential,Midday,Weekday,1.91,0.88,2.1,30,53.1,"[309, 326, 225, 261, 205, 152, 213, 222, 232, 202]","[23.3, 26.9, 23.1, 29.7, 30.4, 38.9, 32.6, 28.2, 23.9, 28.5]",0
12,12,T-Junction,Commercial,Evening_Rush,Weekend,5.39,0.23,6.5,45,79.12,"[632, 548, 678, 460, 575, 655, 571, 579, 586, 516]","[47.3, 39.0, 37.6, 33.8, 27.1, 25.1, 19.2, 19.8, 10.7, 7.7]",1
5,45,Highway-Exit,Commercial,Midday,Weekday,9.02,0.6,3.0,45,83.13,"[477, 464, 759, 654, 614, 534, 690, 517, 679, 512]","[43.7, 42.5, 38.7, 34.2, 26.9, 24.1, 21.3, 15.3, 15.7, 4.2]",1
6,43,Roundabout,Industrial,Morning_Rush,Weekday,6.07,0.96,-9.2,60,30.74,"[211, 224, 107, 180, 281, 251, 328, 327, 271, 265]","[54.3, 40.7, 47.0, 54.5, 57.1, 55.4, 49.5, 58.7, 61.4, 58.7]",0
27,12,Roundabout,Residential,Midday,Weekday,2.78,0.81,6.5,60,61.51,"[299, 222, 303, 257, 275, 268, 243, 206, 245, 299]","[51.8, 58.5, 57.7, 52.5, 60.9, 52.2, 61.5, 56.2, 53.9, 49.6]",0
36,32,T-Junction,Residential,Evening_Rush,Weekend,3.6,0.81,0.7,60,62.21,"[245, 239, 187, 239, 209, 279, 315, 188, 335, 243]","[49.1, 57.8, 51.8, 53.6, 52.0, 49.9, 57.6, 52.6, 46.8, 56.8]",0
14,13,T-Junction,Commercial,Midday,Weekend,4.67,1.0,-0.3,45,61.65,"[189, 192, 309, 190, 134, 281, 234, 239, 234, 261]","[36.7, 47.9, 33.1, 42.7, 43.7, 36.7, 35.4, 45.6, 35.5, 37.5]",0
29,7,Roundabout,Commercial,Evening_Rush,Weekday,1.74,0.66,1.4,75,26.8,"[294, 251, 160, 337, 223, 229, 262, 281, 348, 166]","[71.6, 71.2, 66.8, 71.4, 72.2, 60.6, 76.2, 59.7, 61.8, 66.2]",0
39,25,T-Junction,Industrial,Midday,Weekday,4.73,0.88,-1.7,30,36.63,"[346, 234, 248, 321, 234, 191, 229, 318, 253, 346]","[30.7, 23.8, 27.3, 22.7, 23.7, 49.4, 32.1, 31.3, 23.9, 34.8]",0
9,21,T-Junction,Residential,Evening_Rush,Weekday,0.0,0.97,1.1,75,44.79,"[304, 344, 341, 176, 194, 199, 202, 266, 221, 353]","[77.0, 67.5, 77.3, 74.9, 65.2, 57.5, 66.4, 64.3, 68.5, 67.9]",0
11,45,T-Junction,Residential,Midday,Weekday,1.56,0.77,-3.0,30,12.58,"[253, 276, 189, 270, 228, 259, 297, 188, 235, 244]","[24.4, 31.5, 23.4, 24.2, 23.5, 32.5, 24.5, 29.3, 36.9, 26.6]",0
16,0,Roundabout,Commercial,Morning_Rush,Weekend,1.15,0.89,6.4,75,71.9,"[305, 333, 301, 249, 282, 185, 210, 219, 362, 209]","[63.4, 62.3, 70.3, 68.2, 72.9, 70.9, 60.6, 63.5, 74.3, 66.5]",0
47,48,Highway-Exit,Residential,Morning_Rush,Weekday,8.39,0.09,-0.6,60,79.28,"[718, 585, 503, 569, 503, 543, 620, 651, 440, 598]","[58.8, 53.4, 49.6, 42.9, 41.4, 35.7, 30.4, 21.7, 15.4, 12.2]",1
29,15,4-Way,Commercial,Midday,Weekday,2.57,0.73,-1.9,30,45.68,"[242, 219, 191, 247, 229, 284, 283, 305, 187, 270]","[23.4, 20.9, 24.9, 32.3, 25.1, 34.8, 29.7, 25.0, 32.8, 29.2]",0
0,43,Roundabout,Residential,Late_Night,Weekday,3.77,0.84,-4.6,45,28.46,"[203, 342, 262, 250, 207, 308, 275, 281, 224, 291]","[45.1, 37.2, 33.4, 43.4, 32.6, 41.3, 38.3, 46.6, 38.5, 46.0]",0
35,28,Roundabout,Commercial,Evening_Rush,Weekday,4.41,0.88,1.3,30,13.46,"[224, 299, 353, 196, 264, 387, 253, 253, 289, 252]","[18.5, 32.7, 17.0, 24.9, 33.0, 25.2, 23.5, 31.4, 22.7, 20.9]",0
39,22,Roundabout,Commercial,Morning_Rush,Weekday,10.0,0.45,0.9,45,67.11,"[627, 581, 475, 663, 646, 564, 570, 647, 719, 571]","[46.3, 42.1, 38.8, 33.1, 27.2, 24.1, 21.7, 20.6, 12.0, 10.6]",1
23,4,4-Way,Residential,Midday,Weekday,1.67,0.96,1.9,75,44.38,"[233, 255, 325, 288, 187, 221, 312, 257, 192, 209]","[71.0, 72.5, 67.6, 79.9, 71.6, 66.3, 63.4, 62.6, 69.2, 65.1]",0
37,20,4-Way,Industrial,Morning_Rush,Weekend,3.74,0.79,-5.1,60,53.47,"[333, 323, 281, 191, 216, 312, 221, 306, 273, 252]","[50.5, 53.5, 54.9, 59.2, 49.6, 52.7, 54.2, 57.3, 49.5, 47.4]",0
20,49,Highway-Exit,Commercial,Late_Night,Weekend,10.0,0.24,-8.0,30,81.73,"[667, 448, 728, 584, 445, 551, 637, 546, 602, 674]","[29.6, 25.5, 24.1, 24.8, 22.7, 12.6, 16.2, 11.8, 10.5, 4.9]",1
41,35,T-Junction,Industrial,Midday,Weekday,4.87,0.77,3.1,45,46.93,"[161, 279, 202, 180, 184, 280, 256, 289, 283, 228]","[40.1, 37.9, 39.4, 35.7, 42.5, 45.9, 36.4, 46.9, 41.1, 41.7]",0
31,19,Roundabout,Commercial,Midday,Weekend,4.55,0.89,7.4,75,33.26,"[165, 159, 257, 289, 216, 333, 286, 204, 251, 373]","[61.3, 70.1, 65.9, 71.0, 73.8, 65.6, 73.1, 78.6, 67.8, 71.4]",0
17,42,Roundabout,Commercial,Midday,Weekday,3.06,0.82,-5.1,60,49.92,"[220, 250, 241, 289, 310, 244, 326, 326, 292, 224]","[50.9, 49.9, 58.7, 47.9, 57.4, 48.6, 58.1, 54.1, 60.7, 59.7]",0
12,7,Roundabout,Commercial,Morning_Rush,Weekday,1.21,0.84,7.9,60,69.66,"[321, 323, 257, 192, 197, 145, 195, 253, 222, 240]","[56.5, 52.5, 48.4, 53.7, 49.5, 52.6, 60.7, 52.6, 62.9, 61.2]",0
36,25,T-Junction,Commercial,Midday,Weekday,1.69,0.84,1.4,60,54.1,"[221, 194, 247, 307, 225, 295, 310, 211, 216, 285]","[54.8, 50.6, 52.2, 53.6, 46.2, 57.8, 51.6, 40.1, 53.9, 50.3]",0
43,40,Roundabout,Residential,Midday,Weekday,1.9,0.64,-0.0,75,56.19,"[334, 220, 195, 275, 216, 211, 275, 197, 177, 336]","[70.4, 66.2, 67.5, 70.0, 72.4, 63.7, 69.3, 65.0, 66.6, 68.3]",0
20,24,T-Junction,Commercial,Morning_Rush,Weekday,2.37,0.69,-2.0,75,45.88,"[249, 286, 274, 174, 182, 231, 341, 207, 239, 223]","[64.7, 68.4, 74.5, 69.8, 63.5, 81.3, 67.9, 64.6, 74.6, 65.2]",0
17,41,Highway-Exit,Commercial,Midday,Weekday,6.32,0.14,-6.9,75,85.73,"[766, 512, 743, 620, 729, 790, 486, 727, 459, 495]","[73.4, 69.3, 61.7, 54.7, 48.6, 42.8, 36.3, 30.5, 25.3, 15.0]",1
39,6,Roundabout,Industrial,Midday,Weekday,4.43,0.63,4.9,60,19.11,"[223, 280, 192, 216, 299, 243, 189, 175, 252, 307]","[59.6, 54.6, 64.0, 53.5, 53.3, 41.2, 51.8, 58.3, 61.8, 49.8]",0
45,21,4-Way,Commercial,Morning_Rush,Weekend,2.9,0.88,-3.9,30,49.1,"[273, 302, 250, 135, 262, 288, 202, 237, 192, 121]","[32.1, 27.0, 35.0, 31.3, 25.2, 26.6, 29.8, 31.8, 28.6, 32.5]",0
46,32,Roundabout,Residential,Midday,Weekday,3.03,0.89,-3.9,45,39.78,"[235, 200, 246, 260, 189, 183, 272, 229, 241, 232]","[48.1, 46.8, 34.3, 37.8, 44.8, 43.5, 40.3, 34.8, 37.1, 37.9]",0
25,4,T-Junction,Commercial,Evening_Rush,Weekday,3.29,0.83,5.0,75,48.8,"[263, 335, 215, 198, 244, 301, 177, 322, 241, 213]","[59.5, 71.0, 66.6, 68.4, 63.0, 65.9, 65.1, 67.0, 64.2, 59.8]",0
4,37,Roundabout,Residential,Midday,Weekday,1.97,0.69,-9.4,30,73.53,"[386, 181, 259, 161, 150, 254, 258, 313, 269, 242]","[22.3, 34.5, 31.6, 20.8, 27.2, 27.7, 25.3, 30.9, 31.2, 26.0]",0
4,11,4-Way,Commercial,Midday,Weekday,1.15,0.94,-7.6,45,54.52,"[235, 324, 296, 253, 168, 267, 284, 112, 262, 229]","[39.4, 36.0, 39.8, 47.5, 38.3, 45.3, 36.5, 44.3, 40.5, 42.3]",0
30,43,4-Way,Commercial,Morning_Rush,Weekday,0.0,1.0,-0.1,60,65.18,"[250, 282, 121, 179, 270, 147, 223, 247, 208, 215]","[55.4, 59.0, 49.2, 51.1, 50.3, 41.9, 54.7, 58.7, 59.1, 49.6]",0
27,13,Roundabout,Commercial,Morning_Rush,Weekend,1.61,0.81,1.5,30,41.89,"[187, 251, 291, 257, 264, 307, 213, 239, 331, 240]","[20.7, 23.7, 22.3, 28.8, 22.5, 28.4, 23.3, 16.4, 28.5, 27.7]",0
48,6,4-Way,Commercial,Midday,Weekday,3.95,0.85,2.4,60,23.86,"[275, 216, 211, 270, 325, 250, 271, 233, 172, 298]","[58.5, 57.6, 53.1, 57.0, 58.5, 62.1, 58.9, 54.3, 47.5, 54.8]",0
12,27,Roundabout,Commercial,Evening_Rush,Weekday,1.59,0.82,-1.5,45,38.84,"[262, 285, 317, 245, 355, 162, 270, 210, 154, 239]","[33.2, 39.7, 40.7, 46.1, 33.0, 45.0, 41.0, 45.6, 38.3, 33.8]",0
48,45,T-Junction,Residential,Evening_Rush,Weekday,2.52,0.85,12.7,75,23.9,"[189, 185, 273, 323, 221, 281, 173, 259, 283, 177]","[66.5, 71.1, 52.8, 74.2, 69.3, 71.1, 65.4, 58.9, 70.2, 67.1]",0
10,15,Roundabout,Industrial,Morning_Rush,Weekday,3.93,0.79,-1.1,60,71.17,"[251, 304, 288, 346, 257, 215, 240, 270, 300, 176]","[54.0, 62.0, 52.8, 58.7, 56.5, 58.8, 50.0, 50.0, 54.1, 46.3]",0
0,40,Highway-Exit,Industrial,Midday,Weekday,10.0,0.42,-1.2,30,87.21,"[573, 625, 778, 640, 662, 716, 503, 583, 842, 592]","[32.2, 29.3, 21.7, 22.6, 19.6, 17.3, 12.5, 9.1, 7.7, 5.8]",1
23,1,Roundabout,Residential,Late_Night,Weekday,0.84,0.89,-4.0,75,50.41,"[309, 340, 319, 293, 199, 229, 260, 218, 278, 286]","[70.2, 72.6, 63.0, 72.2, 64.0, 62.8, 70.2, 73.6, 69.9, 67.6]",0
12,48,T-Junction,Commercial,Midday,Weekday,4.99,1.0,0.6,30,64.72,"[265, 256, 193, 187, 246, 253, 250, 283, 239, 278]","[26.3, 36.1, 27.4, 38.7, 28.8, 25.9, 22.5, 19.8, 22.0, 22.6]",0
17,30,4-Way,Commercial,Evening_Rush,Weekday,5.25,0.66,3.1,45,0.0,"[269, 223, 259, 314, 245, 353, 191, 242, 223, 296]","[29.3, 33.3, 40.0, 48.3, 41.6, 33.7, 34.5, 48.9, 37.4, 35.8]",0
23,35,Roundabout,Commercial,Evening_Rush,Weekday,6.79,0.39,6.0,45,89.91,"[747, 701, 727, 504, 447, 613, 633, 636, 747, 426]","[46.7, 38.8, 38.7, 32.1, 27.4, 23.8, 18.1, 17.1, 11.5, 10.6]",1
28,13,Highway-Exit,Commercial,Midday,Weekend,8.23,0.47,-7.4,75,88.3,"[664, 768, 636, 652, 740, 537, 451, 620, 457, 845]","[77.9, 72.7, 61.8, 56.1, 47.4, 43.4, 32.6, 23.2, 20.1, 12.1]",1
27,45,Roundabout,Residential,Evening_Rush,Weekday,5.38,0.96,-1.2,30,39.85,"[323, 340, 179, 314, 297, 171, 230, 220, 287, 188]","[26.5, 23.6, 29.4, 25.9, 24.3, 25.9, 37.2, 24.9, 21.8, 29.9]",0
37,27,Highway-Exit,Residential,Late_Night,Weekend,2.71,0.74,2.2,30,33.77,"[242, 179, 361, 232, 231, 257, 336, 166, 263, 354]","[27.6, 20.8, 23.9, 28.0, 33.7, 25.3, 31.1, 19.8, 19.8, 24.6]",0
44,46,Highway-Exit,Commercial,Morning_Rush,Weekend,7.12,0.17,2.9,30,79.03,"[743, 606, 628, 627, 710, 538, 668, 516, 798, 519]","[28.2, 28.4, 24.8, 22.7, 19.8, 14.5, 17.2, 13.1, 11.4, 4.9]",1
21,31,Roundabout,Commercial,Midday,Weekday,0.2,0.86,0.0,30,44.56,"[270, 259, 306, 308, 259, 174, 338, 277, 219, 270]","[19.4, 32.3, 19.6, 25.9, 28.2, 32.2, 27.5, 30.2, 26.9, 26.8]",0
19,27,Roundabout,Industrial,Late_Night,Weekday,2.5,0.97,2.7,45,66.9,"[254, 240, 165, 211, 262, 237, 242, 233, 206, 225]","[39.0, 40.5, 42.5, 39.6, 35.4, 33.5, 53.5, 34.9, 37.9, 43.1]",0
10,11,Roundabout,Residential,Midday,Weekday,0.67,0.87,-4.0,30,27.96,"[268, 276, 227, 261, 253, 234, 262, 302, 248, 249]","[32.3, 31.8, 34.9, 18.2, 31.5, 30.0, 22.6, 28.3, 32.3, 22.9]",0
19,12,T-Junction,Commercial,Midday,Weekday,2.17,0.82,7.8,45,54.18,"[272, 293, 196, 242, 265, 210, 206, 243, 290, 282]","[36.2, 43.8, 36.3, 32.4, 38.7, 46.1, 43.8, 40.5, 38.4, 38.6]",0
40,21,T-Junction,Industrial,Late_Night,Weekday,7.6,0.29,5.0,30,83.01,"[610, 493, 565, 578, 464, 516, 641, 600, 569, 508]","[33.2, 25.7, 25.2, 21.0, 19.4, 17.6, 11.3, 11.3, 11.0, 9.5]",1
12,41,4-Way,Industrial,Evening_Rush,Weekend,5.45,0.15,-6.7,30,88.71,"[586, 604, 821, 713, 538, 538, 695, 498, 708, 633]","[31.0, 26.8, 23.4, 24.9, 18.8, 15.8, 13.8, 11.7, 6.6, 4.9]",1
46,47,Roundabout,Commercial,Late_Night,Weekend,2.42,0.71,-5.4,60,21.63,"[219, 292, 205, 162, 151, 176, 318, 250, 275, 276]","[54.3, 53.6, 59.2, 54.7, 61.0, 57.1, 50.9, 51.5, 50.4, 60.1]",0
23,28,4-Way,Commercial,Midday,Weekday,5.15,0.79,-5.2,60,37.0,"[229, 210, 265, 245, 264, 344, 295, 251, 179, 225]","[57.6, 48.1, 64.7, 54.1, 54.2, 50.7, 56.5, 48.2, 64.8, 60.6]",0
42,29,T-Junction,Residential,Evening_Rush,Weekday,5.86,0.75,3.4,30,62.25,"[299, 180, 260, 310, 279, 199, 217, 227, 219, 326]","[17.4, 30.3, 20.5, 22.2, 17.0, 24.3, 34.6, 28.3, 21.0, 32.1]",0
23,14,T-Junction,Industrial,Evening_Rush,Weekday,5.87,0.68,-6.4,45,49.27,"[311, 255, 351, 291, 284, 209, 281, 260, 275, 215]","[41.1, 36.4, 29.8, 45.5, 33.0, 41.0, 42.2, 42.1, 39.1, 41.9]",0
47,39,Highway-Exit,Industrial,Morning_Rush,Weekend,7.8,0.37,-1.7,30,66.25,"[647, 673, 773, 623, 606, 509, 643, 666, 580, 654]","[29.4, 28.7, 26.5, 23.8, 19.6, 14.6, 12.8, 12.5, 13.6, 5.3]",1
16,3,Highway-Exit,Commercial,Evening_Rush,Weekday,7.79,0.56,2.3,60,90.22,"[645, 544, 502, 532, 391, 735, 376, 573, 482, 511]","[62.8, 55.1, 47.4, 42.8, 37.1, 33.2, 28.3, 26.5, 13.5, 11.9]",1
4,32,4-Way,Commercial,Evening_Rush,Weekday,6.15,0.43,-0.3,30,79.57,"[568, 694, 635, 659, 634, 506, 721, 679, 691, 726]","[30.8, 30.3, 25.4, 21.6, 19.3, 16.6, 13.0, 14.6, 9.3, 6.2]",1
29,45,Highway-Exit,Residential,Midday,Weekend,5.1,0.86,1.3,60,42.22,"[269, 398, 193, 207, 180, 238, 262, 226, 223, 257]","[51.5, 55.6, 59.6, 57.4, 58.4, 59.4, 55.4, 53.2, 50.1, 52.0]",0
13,8,4-Way,Residential,Late_Night,Weekday,2.84,0.81,-5.3,30,33.45,"[223, 286, 267, 284, 191, 321, 228, 194, 228, 374]","[25.1, 25.4, 26.0, 26.3, 23.1, 27.7, 32.4, 28.6, 21.4, 25.3]",0
14,37,T-Junction,Commercial,Midday,Weekend,6.49,0.85,3.0,75,49.83,"[222, 252, 316, 242, 245, 338, 293, 278, 347, 274]","[57.6, 71.7, 59.5, 69.8, 58.9, 65.2, 65.7, 63.6, 65.8, 72.7]",0
8,15,4-Way,Industrial,Late_Night,Weekday,3.19,0.05,-3.1,30,94.66,"[528, 654, 503, 581, 632, 500, 468, 649, 712, 592]","[29.1, 27.6, 24.8, 22.5, 14.3, 14.5, 12.3, 11.6, 9.0, 7.3]",1
13,25,Roundabout,Residential,Late_Night,Weekday,4.14,0.77,-1.6,45,30.88,"[262, 184, 322, 313, 187, 266, 220, 256, 302, 356]","[44.3, 42.0, 38.8, 41.4, 47.3, 40.3, 36.1, 32.4, 43.1, 41.7]",0
9,42,Highway-Exit,Industrial,Midday,Weekend,5.17,0.82,1.2,60,50.05,"[217, 301, 228, 243, 249, 232, 261, 307, 192, 274]","[54.9, 54.8, 58.4, 54.2, 56.4, 57.6, 51.5, 55.5, 52.7, 53.3]",0
21,26,T-Junction,Industrial,Evening_Rush,Weekday,3.67,0.83,0.5,75,33.42,"[233, 273, 254, 269, 249, 169, 251, 253, 262, 220]","[61.5, 70.6, 66.1, 68.4, 66.1, 67.5, 65.3, 62.7, 69.9, 64.5]",0
30,10,Roundabout,Residential,Midday,Weekday,0.0,0.83,0.1,60,54.39,"[258, 270, 220, 189, 371, 223, 281, 346, 289, 234]","[53.7, 49.8, 58.4, 56.8, 51.4, 48.8, 47.4, 58.9, 54.6, 55.1]",0
12,45,T-Junction,Commercial,Evening_Rush,Weekday,2.0,0.79,-3.8,60,43.39,"[208, 176, 298, 252, 295, 230, 238, 285, 286, 289]","[52.5, 57.1, 59.5, 53.5, 51.4, 60.7, 50.7, 57.1, 53.7, 44.8]",0
16,42,Highway-Exit,Residential,Morning_Rush,Weekday,5.39,0.76,-1.5,45,49.64,"[306, 112, 150, 276, 276, 218, 257, 123, 285, 262]","[40.3, 40.6, 43.0, 40.4, 31.1, 51.5, 46.5, 34.1, 38.8, 39.3]",0
0,25,Roundabout,Commercial,Late_Night,Weekday,1.38,1.0,0.0,30,24.82,"[303, 142, 225, 161, 235, 226, 253, 219, 212, 280]","[29.3, 29.8, 26.1, 24.1, 26.4, 29.5, 16.1, 29.0, 28.5, 27.3]",0
13,13,Roundabout,Residential,Midday,Weekday,2.55,0.89,-6.9,45,23.57,"[242, 121, 228, 339, 250, 234, 250, 267, 282, 238]","[42.6, 48.9, 45.5, 52.2, 37.2, 48.9, 36.5, 42.3, 44.2, 37.9]",0
43,0,4-Way,Commercial,Midday,Weekday,0.91,0.84,-2.3,30,58.91,"[254, 295, 214, 333, 180, 346, 300, 245, 229, 224]","[26.3, 26.8, 33.3, 36.8, 28.0, 22.8, 24.3, 26.1, 21.8, 21.1]",0
